id,total_hotel
547632,22
547633,7
547634,19
547635,14
547636,3
547637,19
547638,17
547639,10
547640,59
547641,10
547642,22
547643,9
547644,17
547645,12
547646,12
547647,8
547648,12
547649,20
547650,18
547651,7
547652,32
547653,5
547654,20
547655,20
547656,33
547657,10
547658,29
547659,15
547660,13
547661,9
547662,15
547663,11
547664,36
547665,20
547666,13
547667,19
547668,23
547669,17
547670,16
547671,6
547672,15
547673,17
547674,5
547675,15
547676,18
547677,16
547678,12
547679,28
547680,10
547681,16
547682,24
547683,17
547684,7
547685,14
547686,13
547687,11
547688,10
547689,52
547690,49
547691,5
547692,28
547693,12
547694,8
547695,18
547696,22
547697,7
547698,9
547699,17
547700,25
547701,7
547702,28
547703,10
547704,10
547705,41
547706,29
547707,18
547708,11
547709,11
547710,18
547711,11
547712,30
547713,10
547714,63
547715,24
547716,24
547717,9
547718,14
547719,25
547720,15
547721,11
547722,6
547723,20
547724,27
547725,41
547726,9
547727,10
547728,14
547729,9
547730,13
547731,13
547732,17
547733,5
547734,14
547735,14
547736,21
547737,23
547738,18
547739,8
547740,27
547741,11
547742,15
547743,1
547744,14
547745,10
547746,17
547747,45
547748,7
547749,129
547750,8
547751,93
547752,11
547753,11
547754,11
547755,12
547756,10
547757,11
547758,10
547759,20
547760,3
547761,3
547762,14
547763,8
547764,13
547765,8
547766,18
547767,9
547768,8
547769,10
547770,30
547771,9
547772,12
547773,11
547774,12
547775,17
547776,19
547777,10
547778,6
547779,46
547780,15
547781,11
547782,40
547783,13
547784,5
547785,10
547786,22
547787,5
547788,12
547789,9
547790,8
547791,64
547792,37
547793,11
547794,8
547795,4
547796,40
547797,5
547798,7
547799,18
547800,11
547801,2
547802,4
547803,6
547804,17
547805,10
547806,35
547807,17
547808,39
547809,5
547810,17
547811,26
547812,16
547813,3
547814,13
547815,41
547816,6
547817,10
547818,2
547819,5
547820,11
547821,10
547822,21
547823,13
547824,8
547825,8
547826,7
547827,15
547828,6
547829,12
547830,64
547831,9
547832,6
547833,18
547834,9
547835,12
547836,7
547837,7
547838,14
547839,23
547840,12
547841,16
547842,28
547843,10
547844,7
547845,16
547846,12
547847,9
547848,4
547849,10
547850,27
547851,32
547852,5
547853,16
547854,98
547855,6
547856,16
547857,18
547858,5
547859,10
547860,4
547861,22
547862,10
547863,2
547864,50
547865,3
547866,3
547867,13
547868,8
547869,18
547870,7
547871,22
547872,4
547873,25
547874,14
547875,11
547876,9
547877,11
547878,4
547879,32
547880,26
547881,11
547882,8
547883,19
547884,15
547885,11
547886,10
547887,75
547888,5
547889,9
547890,19
547891,5
547892,13
547893,22
547894,7
547895,15
547896,17
547897,8
547898,5
547899,6
547900,27
547901,7
547902,6
547903,12
547904,18
547905,19
547906,10
547907,6
547908,6
547909,15
547910,60
547911,6
547912,14
547913,13
547914,11
547915,9
547916,11
547917,10
547918,11
547919,9
547920,9
547921,13
547922,17
547923,8
547924,22
547925,3
547926,69
547927,5
547928,11
547929,19
547930,13
547931,18
547932,13
547933,8
547934,36
547935,11
547936,14
547937,11
547938,9
547939,5
547940,6
547941,9
547942,5
547943,14
547944,12
547945,11
547946,12
547947,3
547948,12
547949,17
547950,13
547951,5
547952,11
547953,11
547954,7
547955,51
547956,25
547957,15
547958,12
547959,11
547960,25
547961,73
547962,9
547963,13
547964,29
547965,11
547966,7
547967,46
547968,14
547969,14
547970,10
547971,15
547972,14
547973,10
547974,31
547975,5
547976,4
547977,3
547978,28
547979,5
547980,36
547981,17
547982,10
547983,8
547984,10
547985,21
547986,61
547987,76
547988,17
547989,14
547990,28
547991,23
547992,7
547993,10
547994,1
547995,9
547996,3
547997,23
547998,5
547999,4
548000,17
548001,19
548002,12
548003,12
548004,32
548005,16
548006,6
548007,10
548008,12
548009,18
548010,43
548011,18
548012,28
548013,10
548014,9
548015,8
548016,14
548017,21
548018,9
548019,4
548020,14
548021,13
548022,23
548023,15
548024,6
548025,5
548026,8
548027,6
548028,6
548029,29
548030,12
548031,13
548032,2
548033,26
548034,6
548035,33
548036,1
548037,15
548038,13
548039,32
548040,11
548041,9
548042,23
548043,8
548044,149
548045,26
548046,7
548047,4
548048,11
548049,1
548050,6
548051,6
548052,16
548053,51
548054,35
548055,11
548056,12
548057,29
548058,44
548059,9
548060,12
548061,26
548062,16
548063,20
548064,43
548065,6
548066,11
548067,15
548068,14
548069,8
548070,13
548071,11
548072,7
548073,9
548074,3
548075,22
548076,11
548077,18
548078,20
548079,8
548080,14
548081,19
548082,6
548083,13
548084,26
548085,9
548086,8
548087,21
548088,12
548089,46
548090,16
548091,26
548092,9
548093,9
548094,25
548095,31
548096,31
548097,20
548098,13
548099,12
548100,24
548101,9
548102,6
548103,40
548104,15
548105,8
548106,11
650666,26
650667,9
650668,16
650669,19
650670,15
650671,8
650672,9
650673,10
650674,29
650675,10
650676,6
663209,16
663210,3
663211,22
663212,20
663213,8
663214,6
663215,12
663216,4
663217,19
663218,15
663219,7
663220,10
663221,15
663222,7
663223,13
663224,15
663225,10
663226,12
663227,6
663228,3
663229,6
663230,4
663231,4
663232,22
663233,16
663234,16
663235,14
663236,5
663237,8
663238,10
663239,12
663240,22
663241,17
663242,14
663243,15
663244,9
663246,11
663247,17
663248,18
663249,8
663250,24
663251,16
663252,13
663253,4
663254,14
663255,12
663256,19
663257,1
663258,11
663259,7
663260,17
663261,7
663262,15
663263,20
663264,9
663265,4
663266,2
663267,18
663268,7
663269,3
663270,17
663271,6
663272,7
663273,10
663274,18
663275,12
663276,8
663277,17
663278,12
663279,14
663280,12
663281,6
663282,9
663283,3
663284,7
663285,9
663286,15
663287,5
663288,9
663289,21
663290,17
663291,12
663292,12
663293,3
663294,7
663295,20
663296,25
663297,11
663298,16
663299,26
663300,16
663301,10
663302,8
663303,21
663304,16
663305,32
663306,6
663307,9
663308,2
663309,2
663310,7
663311,17
663312,7
663313,8
663314,6
663315,9
663316,15
663317,2
663318,1
663319,25
663320,19
663321,40
663322,25
663323,4
663324,15
663325,12
663326,8
663327,1
663328,16
663329,25
663330,19
663331,5
663332,15
663333,164
663334,13
663335,8
663336,19
663337,21
663338,6
663339,16
663340,9
663342,15
663343,9
663344,15
663345,19
663346,4
663347,13
663348,2
663349,5
663350,9
663351,10
663352,8
663353,3
663354,4
663355,3
663356,8
663357,21
663358,12
663359,2
663360,11
663363,19
663364,14
663365,7
663366,17
663367,7
663368,6
663369,24
663370,2
663371,13
663372,16
663373,22
663374,3
663375,12
663376,3
663377,22
663378,17
663379,30
663380,10
663381,12
663382,13
663383,32
663384,18
663385,17
663386,15
663387,26
663388,18
663389,32
663390,6
663391,15
663392,7
663393,25
663395,17
663396,10
663397,7
663398,4
663399,19
663400,8
663401,14
663402,15
663403,6
663404,23
663405,3
663406,9
663407,14
663408,10
663409,20
663410,7
663411,2
663412,14
663413,2
663414,7
663415,14
663416,10
663417,3
663418,11
663419,14
663420,6
663421,5
663422,15
663423,17
663424,11
663425,18
663426,21
663427,38
663428,2
663429,23
663430,13
663431,13
663432,6
663433,23
663434,9
663435,13
663436,17
663437,19
663438,15
663439,14
663440,10
663441,39
663442,16
663443,18
663444,20
663445,35
663446,6
663447,11
663448,18
663449,9
663450,5
663451,2
663452,17
663453,22
663454,15
663455,11
663456,21
663457,9
663458,18
663459,11
663460,2
663461,3
663462,4
663464,28
663465,15
663466,8
663467,23
663468,59
663469,18
663470,15
663471,18
663472,5
663473,21
663474,6
663475,30
663476,29
663477,32
663478,15
663479,24
663480,47
663481,17
663482,10
663483,11
663484,20
663485,31
663486,14
663487,41
663488,12
663489,28
663490,13
663491,16
663492,7
663493,12
663494,17
663495,12
663496,20
663497,4
663498,10
663499,26
663500,12
663501,16
663502,19
663503,9
663504,10
663505,27
663506,6
663507,13
663508,14
663509,4
663510,17
663511,49
663512,7
663513,22
663514,14
663515,25
663516,76
663517,15
663518,4
663519,28
663520,8
663521,45
663522,19
663523,8
663524,29
663525,20
663526,61
663527,14
663528,2
663529,2
663530,18
663531,6
663532,21
663533,11
663534,32
663535,12
663536,30
663537,5
663538,45
663539,11
663540,19
663541,16
663542,17
663543,51
663544,40
663545,8
663546,20
663547,22
663548,33
663549,13
663550,11
663551,11
663552,38
663553,20
663554,8
663555,13
663556,40
663557,20
663558,7
663559,20
663560,21
663561,9
663562,48
663563,13
663564,32
663565,8
663566,7
663567,75
663568,70
663569,15
663570,11
663571,5
663572,50
663573,16
663574,8
663576,12
663577,24
663578,7
663579,8
663580,26
663581,85
663582,8
663583,37
663584,6
663585,8
663586,6
663587,20
663588,8
663589,12
663590,8
663591,43
663592,24
663593,26
663594,17
663595,26
663596,20
663597,12
663598,14
663599,16
663600,28
663602,14
663603,33
663604,3
663605,48
663606,20
663607,20
663608,5
663609,6
663610,25
663611,10
663612,16
663613,30
663614,34
663615,81
663616,18
663617,11
663618,4
663619,3
663620,19
663621,5
663622,7
663623,5
663624,24
663625,4
663626,30
663627,12
663628,32
663629,67
663630,8
663631,15
663632,32
663633,20
663634,24
663635,17
663636,24
663637,12
663638,23
663639,20
663640,4
663641,13
663642,3
663643,55
663644,17
663645,17
663646,25
663647,24
663648,16
663649,28
663650,22
663651,44
663652,43
663653,22
663654,16
663655,24
663656,29
663657,8
663658,11
663659,14
663660,20
663661,8
663662,20
663663,15
663664,22
663665,41
663666,45
663667,16
663668,13
663669,10
663670,44
663671,25
663672,11
663673,17
663674,32
663675,85
663676,18
663677,6
663678,9
663679,6
663680,20
663681,4
663682,59
663683,14
663684,58
663685,9
663686,15
663687,7
663688,12
663689,9
663690,12
663691,12
663692,14
663693,19
663694,5
663695,5
663696,12
663697,20
663699,29
663700,37
663701,24
663702,21
663703,20
663704,31
663705,28
663706,18
663707,13
663708,22
663709,15
663710,12
663711,11
663712,24
663713,3
663714,2
663715,13
663716,17
663717,8
663718,8
663719,10
663720,16
663721,44
663722,13
663724,17
663725,24
663726,19
663727,37
663728,21
663729,19
663730,15
663731,63
663732,50
663733,28
663734,15
663735,9
663736,46
663737,19
663738,13
663739,26
663740,23
663741,1
663743,5
663744,8
663745,7
663746,23
663747,20
663748,3
663749,28
663750,5
663751,32
663752,100
663753,37
663754,11
663755,28
663756,18
663757,2
663758,25
663759,17
663760,33
663761,8
663762,2
663763,5
663764,14
663765,15
663766,13
663767,20
663768,45
663769,18
663770,4
663771,12
663772,10
663773,18
663774,5
663775,50
663776,29
663777,9
663778,8
663779,27
663780,13
663781,20
663782,15
663783,9
663784,6
663785,8
663786,20
663787,10
663788,3
663789,10
663790,15
663791,105
663792,9
663793,17
663794,19
663795,11
663796,17
663797,19
663798,9
663799,14
663800,9
663801,15
663802,24
663803,15
663804,31
663805,19
663806,71
663807,17
663808,18
663809,7
663810,37
663811,22
663812,13
663813,6
663814,7
663815,36
663816,6
663817,3
663818,13
663819,20
663820,44
663821,20
663822,4
663823,88
663824,14
663825,5
663826,266
663827,63
663828,16
663829,51
663830,86
663831,2
663832,2
663835,4
663836,12
663837,10
663838,5
663839,26
663840,22
663841,19
663842,7
663843,17
663844,1
663845,25
663846,104
663847,17
663848,10
663849,10
663850,42
663851,7
663852,10
663853,9
663854,6
663855,32
663856,7
663857,14
663858,11
663859,2
663860,6
663861,4
663862,15
663863,18
663864,3
663865,20
663866,9
663868,85
663869,70
663870,7
663871,20
663872,32
663873,9
663874,2
663875,12
663876,11
663877,12
663878,20
663879,23
663880,12
663881,2
663882,21
663883,3
663884,2
663885,10
663886,11
663887,200
663888,21
663889,89
663890,42
663891,1
663892,14
663893,14
663894,5
663895,9
663896,2
663897,25
663898,23
663900,24
663901,2
663902,19
663903,4
663904,1
663905,8
663906,4
663907,12
663908,10
663909,7
663911,20
663912,20
663913,1
663914,15
663915,13
663916,3
663917,13
663918,58
663919,5
663920,7
663922,14
663923,2
663924,27
663925,38
663926,13
663927,4
663928,18
663929,16
663930,22
663931,22
663932,8
663933,29
663934,16
663935,8
663936,58
663937,16
663938,29
663939,51
663940,29
663941,22
663942,17
663943,42
663944,8
663945,44
663946,3
663947,6
663948,23
663949,29
663950,46
663951,15
663952,19
663953,3
663954,8
663955,1
663956,13
663957,38
663958,12
663959,24
663960,11
663962,6
663963,7
663964,16
663965,8
663966,25
663967,19
663968,12
663969,10
663970,9
663971,9
663972,7
663973,9
663975,13
663976,18
663977,9
663978,10
663979,2
663980,23
663981,20
663982,14
663983,47
663984,15
663985,1
663986,5
663987,17
663988,12
663989,22
663990,24
663991,2
663992,8
663993,67
663994,89
663995,21
663996,42
663997,40
663998,47
663999,108
664000,6
664001,105
664002,19
664003,13
664004,55
664005,375
664006,10
664007,82
664008,46
664009,20
664010,40
664011,15
664012,116
664013,6
664014,30
664015,60
664016,26
664017,119
664018,46
664019,15
664020,2
664021,27
664022,169
664023,95
664024,41
664025,94
664026,10
664027,28
664028,51
664029,31
664030,132
664031,338
664032,33
664033,46
664034,4
664035,13
664036,152
664037,18
664038,13
664039,9
664040,1
664041,56
664042,9
664043,12
664044,11
664045,3
664046,21
664047,56
664048,11
664049,45
664050,51
664051,29
664052,8
664053,3
664054,1
664055,14
664056,5
664057,52
664058,13
664059,31
664060,4
664061,2
664062,4
664064,21
664065,63
664066,15
664067,56
664068,18
664069,12
664070,26
664071,32
664072,43
664073,14
664074,12
664075,20
664076,23
664077,22
664078,15
664079,15
664080,13
664081,25
664082,42
664083,10
664084,14
664085,6
664086,14
664087,10
664088,18
664089,11
664090,25
664091,3
664092,62
664093,19
664094,19
664095,11
664096,5
664097,17
664098,8
664099,15
664100,35
664101,5
664102,12
664103,14
664104,22
664105,6
664106,6
664107,10
664108,15
664109,14
664110,15
664111,15
664112,11
664113,47
664114,16
664115,21
664116,16
664117,15
664118,41
664119,11
664120,9
664121,27
664122,15
664123,11
664124,20
664125,75
664126,25
664127,43
664128,16
664129,30
664130,1
664131,11
664132,2
664133,8
664134,30
664135,18
664136,5
664137,7
664138,15
664139,6
664140,4
664141,57
664142,15
664143,11
664144,33
664145,10
664146,3
664147,47
664148,37
664149,21
664150,13
664151,12
664152,35
664153,27
664154,29
664155,20
664156,36
664157,12
664158,30
664159,2
664160,9
664161,2
664162,1
664163,20
664165,17
664166,9
664167,28
664168,53
664169,15
664170,25
664171,6
664172,61
664173,21
664174,12
664175,8
664176,9
664177,20
664178,11
664179,4
664180,50
664181,11
664182,21
664183,11
664185,17
664186,169
664187,74
664188,11
664189,20
664190,14
664191,4
664192,5
664193,50
664194,49
664195,9
664196,14
664197,34
664198,47
664199,39
664200,12
664201,3
664203,45
664204,15
664205,77
664206,29
664207,32
664208,1
664209,46
664210,1
664211,91
664212,1
664213,2
664214,8
664215,123
664216,14
664217,17
664218,17
664219,10
664220,17
664221,78
664222,14
664223,22
664224,12
664225,5
664226,15
664227,73
664228,1
664229,4
664230,8
664231,48
664232,181
664233,17
664234,1
664235,10
664236,5
664237,18
664238,1
664239,7
664240,11
664241,72
664242,55
664243,7
664244,49
664245,13
664246,73
664247,15
664248,14
664249,15
664250,27
664251,38
664252,70
664253,11
664254,24
664255,22
664256,14
664257,10
664258,13
664259,75
664260,16
664261,15
664262,3
664263,13
664264,57
664265,62
664266,68
664267,10
664268,10
664269,12
664270,55
664271,136
664272,130
664273,23
664274,3
664277,1
664278,4
664280,76
664281,1
664283,1
664285,2
664286,5
664287,19
664288,23
664289,18
664290,12
664291,12
664292,53
664293,9
664294,18
664295,19
664296,4
664297,21
664298,17
664299,18
664300,18
664301,35
664302,9
664303,30
664304,10
664305,13
664306,15
664307,33
664308,6
664309,10
